path,class,mesh_is_watertight,diameter,mesh_nr_vertices,mesh_nr_faces,mesh_surface_area,mesh_volume,convex_hull_nr_vertices,convex_hull_nr_faces,convex_hull_surface_area,convex_hull_volume,bounding_box_p0,bounding_box_p1,bounding_box_surface_area,bounding_box_volume,bounding_box_diameter,distance_to_center,scale,alignment,correctly_oriented_axes,eigenvalues
['data' 'LabeledDB_new' 'Airplane' '61' 'refined.ply'],Airplane,True,1.0002424271218862,10000,19996,0.49289084070154787,0.009689259847833923,676,1348,0.8158441152854103,0.03440249827928034,[-0.49630368 -0.23022231 -0.08705673],[0.50368083 0.30660173 0.12000757],1.710067832394845,0.11115537342403248,1.1537004327489446,5.5625626552736556e-11,1.0000000298023224,1.0,3,[0.0523432  0.01575193 0.00193512]
['data' 'LabeledDB_new' 'Airplane' '62' 'refined.ply'],Airplane,True,1.0000421703767775,10000,19996,0.5413148560099225,0.014185651515454678,591,1178,1.0582402167789864,0.04890810902451618,[-0.50088441 -0.40960276 -0.08210683],[0.49823421 0.41638172 0.10446483],2.331537976762924,0.15396946887873253,1.3096936169914457,8.653831287120258e-11,1.0,1.0,3,[0.05916048 0.01512422 0.00258237]
['data' 'LabeledDB_new' 'Airplane' '63' 'refined.ply'],Airplane,True,0.9986964464187622,10000,19996,0.5400970097019241,0.013259789345450565,531,1058,1.0726250438314175,0.04746711562837072,[-0.42226145 -0.50159341 -0.07489949],[0.43701857 0.49710304 0.10396379],2.3809673607026056,0.15349330090003105,1.3295671552368526,4.887591179828843e-11,0.9999999701976776,1.0,3,[0.03942322 0.02848015 0.0017849 ]
['data' 'LabeledDB_new' 'Airplane' '64' 'refined.ply'],Airplane,True,1.003583022625146,10000,19996,0.6603675542907583,0.01572270463420128,441,878,1.1541477055199576,0.060096175471111714,[-0.52687418 -0.4142192  -0.07044996],[0.47123432 0.41512918 0.15227813],2.469611316544066,0.1843697853801633,1.3166803468634074,1.2200322963210523e-10,1.0,1.0,3,[0.05749389 0.02412894 0.00181186]
['data' 'LabeledDB_new' 'Airplane' '65' 'refined.ply'],Airplane,True,0.9971922039985657,10000,19996,0.6206931291501444,0.01304131541868486,308,612,1.2706398728542145,0.059645911199234264,[-0.4148919  -0.49480408 -0.07824603],[0.56759048 0.50238812 0.1155901 ],2.7269124161742653,0.18990585571007296,1.4132361263632924,9.293891130363853e-11,1.0,1.0,3,[0.05379059 0.03267954 0.00151469]
['data' 'LabeledDB_new' 'Airplane' '66' 'refined.ply'],Airplane,True,1.0058104452376004,10000,19996,0.736403827060207,0.012622480670344853,278,552,1.1724248380614213,0.04771497354888506,[-0.4149225  -0.43495321 -0.06246993],[0.58319175 0.43788517 0.11680806],2.413226088455812,0.15618562350943044,1.337990840630095,2.7333284454170304e-11,0.9999999701976776,1.0,3,[0.04619109 0.03604624 0.00076417]
['data' 'LabeledDB_new' 'Airplane' '67' 'refined.ply'],Airplane,True,1.0152429158003624,10000,19996,0.7778617415219254,0.018473423585830217,538,1072,1.3056259806470454,0.06860272693209958,[-0.4463557  -0.45553753 -0.06557092],[0.5526576  0.45759875 0.18718949],2.7911019967077024,0.23057696527919982,1.3768562968636457,8.401069013174074e-11,0.9999999701976776,1.0,3,[0.05867305 0.03269697 0.00173239]
['data' 'LabeledDB_new' 'Airplane' '68' 'refined.ply'],Airplane,True,1.109144885529637,10000,19996,0.6673176096092005,0.01335436640134875,350,696,1.2650485919391437,0.06165939317178545,[-0.3715927  -0.4611074  -0.07000393],[0.6266613  0.50797462 0.17482501],2.8981015887796486,0.23684506532988236,1.412647243332914,1.059325313073768e-10,1.0,0.9999999999999996,3,[0.04775141 0.04703358 0.00141531]
['data' 'LabeledDB_new' 'Airplane' '69' 'refined.ply'],Airplane,True,0.9989676393815998,10000,19996,0.6187579263447569,0.012533299807980569,480,956,1.110694993196342,0.048116778278187576,[-0.49152786 -0.32409137 -0.05664632],[0.50739974 0.42412433 0.11604226],2.098249995281895,0.1290697390091321,1.2599620714183695,3.4952680343053096e-11,0.9999999701976776,1.0,3,[0.04339607 0.03895696 0.00125665]
['data' 'LabeledDB_new' 'Airplane' '70' 'refined.ply'],Airplane,False,1.0002823686444717,10000,19996,0.5104189563834362,0.007602864936753585,377,750,0.9173283099063194,0.0385522786126262,[-0.49667333 -0.31341022 -0.05235922],[0.50295174 0.28682625 0.11387521],1.7319270144682313,0.09974256011641548,1.177780962353792,5.0097569963201675e-11,1.0000000298023224,1.0,3,[0.05508165 0.0188568  0.00066565]
