path,surface_area,compactness,rectangularity,diameter,eccentricity
['data' 'LabeledDB_new' 'Airplane' '61' 'refined.ply'],0.49289084070154787,11.277651343242965,0.08716861407024921,1.0002424271218862,27.049119051028587
['data' 'LabeledDB_new' 'Airplane' '62' 'refined.ply'],0.5413148560099225,6.969456174461409,0.09213288594654698,1.0000421703767775,22.90933720739117
['data' 'LabeledDB_new' 'Airplane' '63' 'refined.ply'],0.5400970097019241,7.923000724630351,0.08638676259940856,0.9986964464187622,22.087058352978676
['data' 'LabeledDB_new' 'Airplane' '64' 'refined.ply'],0.6603675542907583,10.300310007655956,0.08527809804508736,1.003583022625146,31.73191885950342
['data' 'LabeledDB_new' 'Airplane' '65' 'refined.ply'],0.6206931291501444,12.431846595711697,0.06867252918517101,0.9971922039985657,35.51256177057784
['data' 'LabeledDB_new' 'Airplane' '66' 'refined.ply'],0.736403827060207,22.161865176151515,0.08081717373675376,1.0058104452376004,60.44627738219256
['data' 'LabeledDB_new' 'Airplane' '67' 'refined.ply'],0.7778617415219254,12.194390109201235,0.08011825276415281,1.0152429158003624,33.86820175661398
['data' 'LabeledDB_new' 'Airplane' '68' 'refined.ply'],0.6673176096092005,14.73325845501527,0.05638439788791264,1.109144885529637,33.73913471714114
['data' 'LabeledDB_new' 'Airplane' '69' 'refined.ply'],0.6187579263447569,13.33457245455532,0.09710486675032168,0.9989676393815998,34.53300114213256
['data' 'LabeledDB_new' 'Airplane' '70' 'refined.ply'],0.5104189563834362,20.341054404553123,0.07622488261660648,1.0002823686444717,82.74825379126236
['data' 'LabeledDB_new' 'Airplane' '71' 'refined.ply'],0.5513152193572408,11.80536812322495,0.06985884874839542,0.9987281455432719,28.166867381734452
['data' 'LabeledDB_new' 'Airplane' '72' 'refined.ply'],0.48733795758432014,14.065416979535739,0.0645183962782194,0.9990361197933563,40.369552126518094
['data' 'LabeledDB_new' 'Airplane' '73' 'refined.ply'],0.4805694651800203,12.96250075899732,0.056481027083332705,0.9990966713950603,36.86251923354097
['data' 'LabeledDB_new' 'Airplane' '74' 'refined.ply'],0.47892355864917896,10.192304920292088,0.07369580342829457,0.9982097193179631,35.179600618752836
['data' 'LabeledDB_new' 'Airplane' '75' 'refined.ply'],0.8527113349616581,15.404462561052233,0.10618907592388756,1.0079743774219814,34.808378841181856
['data' 'LabeledDB_new' 'Airplane' '76' 'refined.ply'],0.5864798471896834,8.393151193178847,0.07734524203078395,1.0042693309593629,37.82134373863263
['data' 'LabeledDB_new' 'Airplane' '77' 'refined.ply'],0.637942136539835,12.205437667241053,0.06121783505557748,1.0095993740434321,36.43553045999972
['data' 'LabeledDB_new' 'Airplane' '78' 'refined.ply'],0.6862270208642185,16.04583033940129,0.05093755217983856,1.014628610792371,40.34275096170104
['data' 'LabeledDB_new' 'Airplane' '79' 'refined.ply'],0.6726733546502528,16.861628387235328,0.051998605191052566,1.034560991113506,24.019008906736197
['data' 'LabeledDB_new' 'Airplane' '80' 'refined.ply'],0.7033850018699682,16.996088474278586,0.05861405166367965,1.0122511491243378,26.20911603132822
['data' 'LabeledDB_new' 'Ant' '100' 'refined.ply'],0.8067204598515095,14.078269815389605,0.0724811311895175,1.0077003614076703,6.1228185301473115
['data' 'LabeledDB_new' 'Ant' '81' 'refined.ply'],0.6550555747164818,10.165039731858464,0.07075943085865,1.00769696176002,9.425459567111464
['data' 'LabeledDB_new' 'Ant' '82' 'refined.ply'],0.8520497320517684,9.871535560046826,0.07958871111814862,1.0196292550482895,7.73002821865906
['data' 'LabeledDB_new' 'Ant' '83' 'refined.ply'],0.6444628184403236,9.534431601405496,0.08174277384169802,1.006043914173145,15.031388222415172
['data' 'LabeledDB_new' 'Ant' '84' 'refined.ply'],0.7396810525809318,11.76990537232714,0.05965655693723897,1.0360693896204107,7.079278875322309
['data' 'LabeledDB_new' 'Ant' '85' 'refined.ply'],0.829705745603781,10.98864689675769,0.09696917860116261,1.0557354377393835,23.01982818064159
['data' 'LabeledDB_new' 'Ant' '86' 'refined.ply'],0.7119980361710003,8.499040856813094,0.11398153576224321,1.0100578847915558,9.521895750173586
['data' 'LabeledDB_new' 'Ant' '87' 'refined.ply'],0.7796996106345548,8.474740786470898,0.0605160306562464,1.0323079716053227,10.980742197945577
['data' 'LabeledDB_new' 'Ant' '88' 'refined.ply'],0.8667506700239094,10.307092817817717,0.05180056982116075,1.0266787593922633,7.759495003800476
