path,nr_of_vertices,nr_of_faces,surface_area,volume,diameter
['data' 'LabeledDB_new' 'Airplane' '61' 'original.ply'],455,906,3.1643194852800565,0.26128588152923743,inf
['data' 'LabeledDB_new' 'Airplane' '62' 'original.ply'],457,910,4.033599848153297,0.3586541979625804,inf
['data' 'LabeledDB_new' 'Airplane' '63' 'original.ply'],372,740,4.288945996055551,0.37637700530537577,inf
['data' 'LabeledDB_new' 'Airplane' '64' 'original.ply'],302,600,3.9836460419460304,0.3847160954539776,inf
['data' 'LabeledDB_new' 'Airplane' '65' 'original.ply'],287,570,3.8057902027118966,0.30738013659316255,inf
['data' 'LabeledDB_new' 'Airplane' '66' 'original.ply'],332,660,3.3767349744786954,0.23116921469184482,inf
['data' 'LabeledDB_new' 'Airplane' '67' 'original.ply'],448,892,4.156062324641135,0.389025946906511,inf
['data' 'LabeledDB_new' 'Airplane' '68' 'original.ply'],213,422,3.2588004359998988,0.2543306955067163,inf
['data' 'LabeledDB_new' 'Airplane' '69' 'original.ply'],379,754,4.023493095652444,0.33038454580739807,inf
['data' 'LabeledDB_new' 'Airplane' '70' 'original.ply'],255,506,3.7596361613009264,0.3392837903910507,inf
['data' 'LabeledDB_new' 'Airplane' '71' 'original.ply'],285,566,4.235680546024117,0.37820284129730397,inf
['data' 'LabeledDB_new' 'Airplane' '72' 'original.ply'],275,546,3.9539442223068133,0.3202506749572269,inf
['data' 'LabeledDB_new' 'Airplane' '73' 'original.ply'],273,542,3.9370650030548933,0.3248234542452388,inf
['data' 'LabeledDB_new' 'Airplane' '74' 'original.ply'],312,620,3.3363816472508585,0.2673277529104663,inf
['data' 'LabeledDB_new' 'Airplane' '75' 'original.ply'],413,822,4.085957823983102,0.32166034972200747,inf
['data' 'LabeledDB_new' 'Airplane' '76' 'original.ply'],396,788,3.7162491341772945,0.33298154153547727,inf
['data' 'LabeledDB_new' 'Airplane' '77' 'original.ply'],353,702,4.065521302614016,0.35366632502502643,inf
['data' 'LabeledDB_new' 'Airplane' '78' 'original.ply'],305,606,5.1681536687441145,0.4989270733158384,inf
['data' 'LabeledDB_new' 'Airplane' '79' 'original.ply'],332,660,4.654040388648413,0.47272247064408385,inf
['data' 'LabeledDB_new' 'Airplane' '80' 'original.ply'],312,620,4.69154880707637,0.4705610593493606,inf
['data' 'LabeledDB_new' 'Ant' '100' 'original.ply'],450,896,4.017065947129877,0.5678953269493584,inf
['data' 'LabeledDB_new' 'Ant' '81' 'original.ply'],380,756,3.8655470623887216,0.5434021676100995,inf
['data' 'LabeledDB_new' 'Ant' '82' 'original.ply'],603,1202,4.990796889331098,0.8354148269652711,inf
['data' 'LabeledDB_new' 'Ant' '83' 'original.ply'],548,1092,4.068412578796573,0.529712576677271,inf
['data' 'LabeledDB_new' 'Ant' '84' 'original.ply'],439,874,4.389672744727351,0.6450202154307347,inf
['data' 'LabeledDB_new' 'Ant' '85' 'original.ply'],632,1260,4.141284455499662,0.5127070874703661,inf
['data' 'LabeledDB_new' 'Ant' '86' 'original.ply'],810,1616,3.765316705212468,0.4959939769097753,inf
['data' 'LabeledDB_new' 'Ant' '87' 'original.ply'],365,726,5.353306222205317,0.898809437604738,inf
['data' 'LabeledDB_new' 'Ant' '88' 'original.ply'],395,786,5.725227506523041,0.9672926820657426,inf
['data' 'LabeledDB_new' 'Ant' '89' 'original.ply'],409,814,4.111836402625652,0.5447930698194574,inf
['data' 'LabeledDB_new' 'Ant' '90' 'original.ply'],458,912,4.891267107330199,0.740560975274177,inf
['data' 'LabeledDB_new' 'Ant' '91' 'original.ply'],337,670,5.387283166520875,0.8826301669427301,inf
['data' 'LabeledDB_new' 'Ant' '92' 'original.ply'],501,998,3.732766589801827,0.45532980114963995,inf
['data' 'LabeledDB_new' 'Ant' '93' 'original.ply'],590,1176,5.22270647062777,0.7263374318246345,inf
['data' 'LabeledDB_new' 'Ant' '94' 'original.ply'],375,746,4.6287710168347775,0.5090697067385885,inf
['data' 'LabeledDB_new' 'Ant' '95' 'original.ply'],609,1214,3.9293454687875857,0.4810396567083134,inf
['data' 'LabeledDB_new' 'Ant' '96' 'original.ply'],438,872,4.494811863596064,0.4442967980533479,inf
['data' 'LabeledDB_new' 'Ant' '97' 'original.ply'],440,876,3.872775698465719,0.41682791579045014,inf
['data' 'LabeledDB_new' 'Ant' '98' 'original.ply'],528,1052,3.8794166783802893,0.5137038191411081,inf
['data' 'LabeledDB_new' 'Ant' '99' 'original.ply'],346,688,4.606933314517658,0.6067241656108956,inf
['data' 'LabeledDB_new' 'Armadillo' '281' 'original.ply'],292,580,4.308608569814945,0.6279229202309918,inf
['data' 'LabeledDB_new' 'Armadillo' '282' 'original.ply'],506,1008,4.144838603412614,0.6301306088527294,inf
['data' 'LabeledDB_new' 'Armadillo' '283' 'original.ply'],397,790,3.5254746585969197,0.432026654366801,inf
['data' 'LabeledDB_new' 'Armadillo' '284' 'original.ply'],771,1538,4.468277457901221,0.714862647642993,inf
['data' 'LabeledDB_new' 'Armadillo' '285' 'original.ply'],709,1414,5.012836760444292,0.8506860399264418,inf
['data' 'LabeledDB_new' 'Armadillo' '286' 'original.ply'],895,1786,5.630447978851161,1.0798175458332966,inf
['data' 'LabeledDB_new' 'Armadillo' '287' 'original.ply'],433,862,5.669218244937494,1.02610055789835,inf
['data' 'LabeledDB_new' 'Armadillo' '288' 'original.ply'],581,1158,5.8425064405359635,1.11881428547851,inf
['data' 'LabeledDB_new' 'Armadillo' '289' 'original.ply'],408,812,5.999340609580772,1.0756518086990887,inf
['data' 'LabeledDB_new' 'Armadillo' '290' 'original.ply'],309,614,4.566734505159553,0.7061824910278796,inf
['data' 'LabeledDB_new' 'Armadillo' '291' 'original.ply'],797,1590,4.208555552307211,0.657062040585768,inf
['data' 'LabeledDB_new' 'Armadillo' '292' 'original.ply'],281,558,4.3700009322894,0.6454250561611284,inf
['data' 'LabeledDB_new' 'Armadillo' '293' 'original.ply'],449,894,4.094773377931725,0.615688372830161,inf
['data' 'LabeledDB_new' 'Armadillo' '294' 'original.ply'],337,670,3.1900939217375086,0.37350977303063015,inf
['data' 'LabeledDB_new' 'Armadillo' '295' 'original.ply'],621,1238,3.618679026633184,0.5076753610064357,inf
['data' 'LabeledDB_new' 'Armadillo' '296' 'original.ply'],507,1010,4.571278089662721,0.682669822553227,inf
['data' 'LabeledDB_new' 'Armadillo' '297' 'original.ply'],795,1586,4.856529461071045,0.8656607395366058,inf
['data' 'LabeledDB_new' 'Armadillo' '298' 'original.ply'],381,758,5.602406606181057,1.0073391722899359,inf
['data' 'LabeledDB_new' 'Armadillo' '299' 'original.ply'],502,1000,5.780522998022308,1.0783342427820992,inf
['data' 'LabeledDB_new' 'Armadillo' '300' 'original.ply'],370,736,5.734869550300532,1.0116369497103783,inf
['data' 'LabeledDB_new' 'Bearing' '341' 'original.ply'],151,298,1.8763221811983588,0.1564898838259928,inf
['data' 'LabeledDB_new' 'Bearing' '342' 'original.ply'],151,298,2.878937013902076,0.29742217297659956,inf
['data' 'LabeledDB_new' 'Bearing' '343' 'original.ply'],151,298,2.671473448510902,0.26585908556892135,inf
['data' 'LabeledDB_new' 'Bearing' '344' 'original.ply'],150,296,2.0358555176760706,0.19819168903594092,inf
['data' 'LabeledDB_new' 'Bearing' '345' 'original.ply'],219,434,2.031514931157394,0.19864552359350204,inf
['data' 'LabeledDB_new' 'Bearing' '346' 'original.ply'],239,474,2.02755668675737,0.1988754676626331,inf
['data' 'LabeledDB_new' 'Bearing' '347' 'original.ply'],381,758,4.290712846982886,0.6229619534414479,inf
['data' 'LabeledDB_new' 'Bearing' '348' 'original.ply'],304,604,0.489923863676814,0.017358900824762342,inf
['data' 'LabeledDB_new' 'Bearing' '349' 'original.ply'],246,488,1.4847419358122163,0.09158082653371616,inf
['data' 'LabeledDB_new' 'Bearing' '350' 'original.ply'],558,1112,1.6493498316379125,0.10759856477087029,inf
['data' 'LabeledDB_new' 'Bearing' '351' 'original.ply'],272,540,2.865767038583255,0.30247239276963594,inf
['data' 'LabeledDB_new' 'Bearing' '352' 'original.ply'],792,1580,2.2339782702118556,0.20855854405160135,inf
['data' 'LabeledDB_new' 'Bearing' '353' 'original.ply'],156,308,1.664903041750056,0.12336571928565211,inf
['data' 'LabeledDB_new' 'Bearing' '354' 'original.ply'],237,470,1.141887359389858,0.07207189713685952,inf
['data' 'LabeledDB_new' 'Bearing' '355' 'original.ply'],675,1346,1.6210360744735652,0.0950439325644972,inf
['data' 'LabeledDB_new' 'Bearing' '356' 'original.ply'],666,1328,1.6212481024905077,0.09506275998339091,inf
['data' 'LabeledDB_new' 'Bearing' '357' 'original.ply'],8,12,1.639711412805338,0.068815962168611,inf
['data' 'LabeledDB_new' 'Bearing' '358' 'original.ply'],460,916,3.0228334394487013,0.3777543456759914,inf
['data' 'LabeledDB_new' 'Bearing' '359' 'original.ply'],487,970,3.041878516689414,0.38133316359991404,inf
['data' 'LabeledDB_new' 'Bearing' '360' 'original.ply'],420,836,0.023578025366316688,0.00020169073025848061,inf
['data' 'LabeledDB_new' 'Bird' '241' 'original.ply'],222,440,3.0964897748143283,0.19880626585821815,inf
['data' 'LabeledDB_new' 'Bird' '242' 'original.ply'],364,724,4.090764785917267,0.5016712162829603,inf
['data' 'LabeledDB_new' 'Bird' '243' 'original.ply'],326,648,2.0056941757389697,0.12997575981552073,inf
['data' 'LabeledDB_new' 'Bird' '244' 'original.ply'],409,814,2.4423569446722992,0.1543491858359921,inf
['data' 'LabeledDB_new' 'Bird' '245' 'original.ply'],234,464,3.7949232442069807,0.4296878676353941,inf
['data' 'LabeledDB_new' 'Bird' '246' 'original.ply'],240,476,2.258476979380192,0.1959090177176444,inf
['data' 'LabeledDB_new' 'Bird' '247' 'original.ply'],315,626,3.1346948686798806,0.3249411233975442,inf
['data' 'LabeledDB_new' 'Bird' '248' 'original.ply'],407,810,4.220736337296967,0.5634540896790451,inf
['data' 'LabeledDB_new' 'Bird' '249' 'original.ply'],209,414,2.4823515781771355,0.1767088046972793,inf
['data' 'LabeledDB_new' 'Bird' '250' 'original.ply'],231,458,3.031118626498177,0.13231664942660099,inf
['data' 'LabeledDB_new' 'Bird' '251' 'original.ply'],326,648,2.0056941757389697,0.12997575981552073,inf
['data' 'LabeledDB_new' 'Bird' '252' 'original.ply'],415,826,3.513191417428728,0.4082149770463224,inf
['data' 'LabeledDB_new' 'Bird' '253' 'original.ply'],306,608,4.072468185783127,0.3341930728721584,inf
['data' 'LabeledDB_new' 'Bird' '254' 'original.ply'],283,562,2.2888461922036663,0.11515803200295109,inf
['data' 'LabeledDB_new' 'Bird' '255' 'original.ply'],410,816,2.979504501429879,0.3039173181682596,inf
['data' 'LabeledDB_new' 'Bird' '256' 'original.ply'],225,446,3.9492390822689014,0.3076918334879291,inf
['data' 'LabeledDB_new' 'Bird' '257' 'original.ply'],50,96,2.7065340449525213,0.15299054407092869,inf
['data' 'LabeledDB_new' 'Bird' '258' 'original.ply'],133,262,4.328730316553129,0.6292110466435987,inf
['data' 'LabeledDB_new' 'Bird' '259' 'original.ply'],610,1216,4.763023460263161,0.62274323814298,inf
['data' 'LabeledDB_new' 'Bird' '260' 'original.ply'],150,296,3.3383681041686364,0.42068902266495983,inf
['data' 'LabeledDB_new' 'Bust' '301' 'original.ply'],725,1446,5.1431317707506885,0.8749958787210126,inf
['data' 'LabeledDB_new' 'Bust' '302' 'original.ply'],520,1036,5.844901172888237,1.1158178508454928,inf
['data' 'LabeledDB_new' 'Bust' '303' 'original.ply'],1310,2616,3.919427377450618,0.5886197616554532,inf
['data' 'LabeledDB_new' 'Bust' '304' 'original.ply'],853,1702,4.943196473985002,0.8040510900111131,inf
['data' 'LabeledDB_new' 'Bust' '305' 'original.ply'],3009,6014,7.188502465808851,1.525205145890156,inf
['data' 'LabeledDB_new' 'Bust' '306' 'original.ply'],5094,10184,4.9674379912442514,0.8905115515786702,inf
['data' 'LabeledDB_new' 'Bust' '307' 'original.ply'],4351,8698,7.620986770354867,1.7986642175314778,inf
['data' 'LabeledDB_new' 'Bust' '308' 'original.ply'],4600,9196,8.43077294391525,2.13637275736847,inf
['data' 'LabeledDB_new' 'Bust' '309' 'original.ply'],362,720,4.828836819481636,0.8962863300591317,inf
['data' 'LabeledDB_new' 'Bust' '310' 'original.ply'],1286,2568,8.094856620206238,1.9755497270591449,inf
['data' 'LabeledDB_new' 'Bust' '311' 'original.ply'],1552,3100,6.401225691913986,1.2797268304580514,inf
['data' 'LabeledDB_new' 'Bust' '312' 'original.ply'],5042,10080,5.799282968687731,1.1088106148473587,inf
['data' 'LabeledDB_new' 'Bust' '313' 'original.ply'],1282,2560,6.048685251358046,1.2085924061763962,inf
['data' 'LabeledDB_new' 'Bust' '314' 'original.ply'],1142,2280,5.191319754031788,0.8697332032697207,inf
['data' 'LabeledDB_new' 'Bust' '315' 'original.ply'],1587,3170,5.41381150239294,0.9993299259344166,inf
['data' 'LabeledDB_new' 'Bust' '316' 'original.ply'],1400,2796,5.653548119235682,1.066639051941189,inf
['data' 'LabeledDB_new' 'Bust' '317' 'original.ply'],4616,9228,5.683256846143689,1.1176079480351395,inf
['data' 'LabeledDB_new' 'Bust' '318' 'original.ply'],1686,3368,4.729786686140117,0.7542672020398548,inf
['data' 'LabeledDB_new' 'Bust' '319' 'original.ply'],8543,17082,6.627609467662204,1.4011480846075972,inf
['data' 'LabeledDB_new' 'Bust' '320' 'original.ply'],5381,10758,6.9082640116725536,1.4760358794938133,inf
['data' 'LabeledDB_new' 'Chair' '101' 'original.ply'],320,636,4.780086413247083,0.6557956957546817,inf
['data' 'LabeledDB_new' 'Chair' '102' 'original.ply'],537,1070,5.84967120763375,1.0390881397310392,inf
['data' 'LabeledDB_new' 'Chair' '103' 'original.ply'],342,680,5.001059745619926,0.7557743335486138,inf
['data' 'LabeledDB_new' 'Chair' '104' 'original.ply'],354,704,4.373988635282101,0.5716725054489855,inf
['data' 'LabeledDB_new' 'Chair' '105' 'original.ply'],346,688,4.127527111635429,0.5239594832461261,inf
['data' 'LabeledDB_new' 'Chair' '106' 'original.ply'],390,776,5.622585801753924,0.9764258940497522,inf
['data' 'LabeledDB_new' 'Chair' '107' 'original.ply'],514,1024,5.210761871223943,0.8199770662389468,inf
['data' 'LabeledDB_new' 'Chair' '108' 'original.ply'],482,960,5.283905979750112,0.8373189687222308,inf
['data' 'LabeledDB_new' 'Chair' '109' 'original.ply'],212,420,4.776018473948519,0.7045938914481092,inf
['data' 'LabeledDB_new' 'Chair' '110' 'original.ply'],272,540,3.9702989473159938,0.4932358660703883,inf
['data' 'LabeledDB_new' 'Chair' '111' 'original.ply'],273,542,4.10023357107579,0.5180743847586579,inf
['data' 'LabeledDB_new' 'Chair' '112' 'original.ply'],347,690,5.242775017288079,0.8249356729226374,inf
['data' 'LabeledDB_new' 'Chair' '113' 'original.ply'],596,1188,4.376321793770963,0.6343640731928137,inf
['data' 'LabeledDB_new' 'Chair' '114' 'original.ply'],161,318,3.4729670343526817,0.41554138204613655,inf
['data' 'LabeledDB_new' 'Chair' '115' 'original.ply'],618,1232,4.53300015140817,0.6689696734839595,inf
['data' 'LabeledDB_new' 'Chair' '116' 'original.ply'],312,620,5.446455364806878,0.8721524806559764,inf
['data' 'LabeledDB_new' 'Chair' '117' 'original.ply'],389,774,5.7051433913079075,0.9679655742840616,inf
['data' 'LabeledDB_new' 'Chair' '118' 'original.ply'],209,414,4.725132405084435,0.6378343081839413,inf
['data' 'LabeledDB_new' 'Chair' '119' 'original.ply'],411,818,5.268300181960425,0.8557508753915737,inf
['data' 'LabeledDB_new' 'Chair' '120' 'original.ply'],419,834,4.53632487279285,0.6509709712392429,inf
['data' 'LabeledDB_new' 'Cup' '21' 'original.ply'],3256,6508,6.248269227365263,1.2676053212715193,inf
['data' 'LabeledDB_new' 'Cup' '22' 'original.ply'],5368,10732,8.073047575232374,1.9508019209128202,inf
['data' 'LabeledDB_new' 'Cup' '23' 'original.ply'],4642,9280,6.383787001799344,1.2987700844197647,inf
['data' 'LabeledDB_new' 'Cup' '24' 'original.ply'],5489,10974,8.298321268073494,2.045072681207574,inf
['data' 'LabeledDB_new' 'Cup' '25' 'original.ply'],2603,5202,7.530822061858638,1.6018203795274908,inf
['data' 'LabeledDB_new' 'Cup' '26' 'original.ply'],3482,6960,6.9208235182378655,1.4334625625620292,inf
['data' 'LabeledDB_new' 'Cup' '27' 'original.ply'],3280,6556,6.625247600484774,1.3572393139268912,inf
['data' 'LabeledDB_new' 'Cup' '28' 'original.ply'],3671,7338,6.409398673671895,1.3128644698439564,inf
['data' 'LabeledDB_new' 'Cup' '29' 'original.ply'],1841,3678,6.483382592034221,1.2397388194770593,inf
['data' 'LabeledDB_new' 'Cup' '30' 'original.ply'],1173,2342,5.622001474812841,1.0053270801558867,inf
['data' 'LabeledDB_new' 'Cup' '31' 'original.ply'],3925,7846,7.878090909904279,1.797749544580328,inf
['data' 'LabeledDB_new' 'Cup' '32' 'original.ply'],3311,6618,6.39432625901743,1.2735041384319983,inf
['data' 'LabeledDB_new' 'Cup' '33' 'original.ply'],2844,5684,7.43876415589878,1.7308405806372822,inf
['data' 'LabeledDB_new' 'Cup' '34' 'original.ply'],1189,2374,8.071488663965457,1.83464226052431,inf
['data' 'LabeledDB_new' 'Cup' '35' 'original.ply'],1666,3328,6.018322749361538,1.1324263000610932,inf
['data' 'LabeledDB_new' 'Cup' '36' 'original.ply'],2334,4664,5.926881956052792,1.1447533263753884,inf
['data' 'LabeledDB_new' 'Cup' '37' 'original.ply'],821,1638,8.524179252906345,2.04155325886205,inf
['data' 'LabeledDB_new' 'Cup' '38' 'original.ply'],2786,5568,7.810242635298435,1.7342060736556353,inf
['data' 'LabeledDB_new' 'Cup' '39' 'original.ply'],2479,4954,7.396323331141187,1.5815051377433418,inf
['data' 'LabeledDB_new' 'Cup' '40' 'original.ply'],4614,9224,6.704658970600462,1.3883316747212566,inf
['data' 'LabeledDB_new' 'Fish' '221' 'original.ply'],716,1428,3.558075476872864,0.4225507362127826,inf
['data' 'LabeledDB_new' 'Fish' '222' 'original.ply'],473,942,2.6010389094523063,0.2251357308116746,inf
['data' 'LabeledDB_new' 'Fish' '223' 'original.ply'],369,734,2.911894375576627,0.3315260524497608,inf
['data' 'LabeledDB_new' 'Fish' '224' 'original.ply'],534,1064,2.2859414485287655,0.19030947576123788,inf
