path,surface_area,compactness,sphericity,rectangularity,convexity,diameter,eccentricity,major_eccentricity,minor_eccentricity
['data' 'LabeledDB_new' 'Airplane' '61' 'normalized_v2.ply'],0.49648327692475513,11.48535500281755,0.08706740015913163,0.08691750476688948,0.282840280347445,1.0003037479011176,27.56646668274929,3.345352751258064,8.24022718452712
['data' 'LabeledDB_new' 'Airplane' '62' 'normalized_v2.ply'],0.5440426009732782,7.099637415417481,0.14085226350128993,0.09218679618617837,0.2945153453534694,1.0008653839495236,23.220057214641,3.9863734698539393,5.824857452578768
['data' 'LabeledDB_new' 'Airplane' '63' 'normalized_v2.ply'],0.54419072909817,8.075894509216866,0.12382529252440319,0.08591743031483629,0.2809371514747906,1.0000072976268117,21.992028022033274,1.3837827520376487,15.89268834985084
['data' 'LabeledDB_new' 'Airplane' '64' 'normalized_v2.ply'],0.6694382456735658,10.529148813316704,0.09497443883927764,0.08485202519168873,0.26175990814505445,1.0072840879041531,31.950804147006046,2.373852814636571,13.459471433951395
['data' 'LabeledDB_new' 'Airplane' '65' 'normalized_v2.ply'],0.6260978647257778,12.683871337140237,0.07884028254621704,0.06819682070883554,0.2192786557507379,1.0000235847596124,35.655702713810335,1.6519943133254487,21.583429450211455
['data' 'LabeledDB_new' 'Airplane' '66' 'normalized_v2.ply'],0.745895804021154,22.947313640368144,0.04357808568236212,0.08045802210988724,0.2656214264186942,1.0079229100539653,60.960120068610635,1.3105630682602303,46.514449815478976
['data' 'LabeledDB_new' 'Airplane' '67' 'normalized_v2.ply'],0.7843460724319435,12.445492892558008,0.08035037331450061,0.08027153309523209,0.26915970799993877,1.0182746884201352,33.8414002224031,1.8127046771865034,18.669009159797774
['data' 'LabeledDB_new' 'Airplane' '68' 'normalized_v2.ply'],0.7099708657913599,15.07908937249344,0.06631700199510407,0.05785112334369761,0.21747271039313032,1.1387803871217959,33.580009890139266,1.0187244877789683,32.96279837480955
['data' 'LabeledDB_new' 'Airplane' '69' 'normalized_v2.ply'],0.6241383098239028,13.598415409548485,0.07353797996918256,0.09678316423785091,0.261903977340177,1.0000946970333606,34.752116256204886,1.111685757331214,31.260737152586273
['data' 'LabeledDB_new' 'Airplane' '70' 'normalized_v2.ply'],0.5155046566434718,20.8549067366494,0.0479503462963298,0.06025801612364065,0.17751306154195312,1.002089265067469,81.95254576104307,2.917791783161813,28.087180940730683
['data' 'LabeledDB_new' 'Airplane' '71' 'normalized_v2.ply'],0.5564361772717646,12.065502434820885,0.08288092480210461,0.06930927685753285,0.23174926823101902,1.0000040896379836,28.18587277894193,1.2097277928049186,23.2993512644602
['data' 'LabeledDB_new' 'Airplane' '72' 'normalized_v2.ply'],0.49119700600424904,14.31549913922536,0.06985435787285528,0.06453762436628158,0.2079866721968929,1.0000553526890745,40.582853480049145,1.2020096578246826,33.76250200309813
['data' 'LabeledDB_new' 'Airplane' '73' 'normalized_v2.ply'],0.4847323801811703,13.185281872255187,0.07584214047818166,0.05628110798281764,0.20150473969508892,1.0011585597629455,36.529381443298966,1.0533307764248767,34.679876692945214
['data' 'LabeledDB_new' 'Airplane' '74' 'normalized_v2.ply'],0.48281584619693996,10.42377821930894,0.09593450464512056,0.07344959233179851,0.2756664665773153,1.0000135938461883,35.07788738777832,1.5184466278791156,23.101165851823993
['data' 'LabeledDB_new' 'Airplane' '75' 'normalized_v2.ply'],0.8609917773055513,15.79502369934554,0.06331107942822742,0.10583082008230363,0.3096133191753116,1.0113069390426377,34.625079738599155,1.1059633009868313,31.307620883716318
['data' 'LabeledDB_new' 'Airplane' '76' 'normalized_v2.ply'],0.5933241072364817,8.581440870053484,0.11653054715900728,0.07633057407546294,0.2732362217975569,1.0077799991197227,37.37065589268029,4.258190228085709,8.776182812640677
['data' 'LabeledDB_new' 'Airplane' '77' 'normalized_v2.ply'],0.6431401510286232,12.455065149152183,0.08028862057522598,0.06100906937606259,0.2231620269562876,1.0124401179902947,36.76093835101279,1.8655239265999985,19.7054231397671
['data' 'LabeledDB_new' 'Airplane' '78' 'normalized_v2.ply'],0.6898153256148452,16.411153212798457,0.06093417001433736,0.05050636586669813,0.17466969097902357,1.0182844235466129,40.71159850912031,2.013994180837033,20.21435756691224
