path,surface_area,compactness,rectangularity,diameter,eccentricity,convexity,major_eccentricity,minor_eccentricity
['data' 'LabeledDB_new' 'Airplane' '61' 'refined.ply'],0.49289084070154787,11.277651343242965,0.08716861407024921,1.0002424271218862,27.049071892182397,0.281644076228891,3.3229705820175686,8.140027491835133
['data' 'LabeledDB_new' 'Airplane' '62' 'refined.ply'],0.5413148560099225,6.969456174461409,0.09213288594654698,1.0000421703767775,22.909373947188048,0.29004702488791445,3.9116384183779394,5.8567207642591885
['data' 'LabeledDB_new' 'Airplane' '63' 'refined.ply'],0.5400970097019241,7.923000724630351,0.08638676259940856,0.9986964464187622,22.08707490615721,0.27934685244547053,1.384234984717426,15.956160008964087
['data' 'LabeledDB_new' 'Airplane' '64' 'refined.ply'],0.6603675542907583,10.300310007655956,0.08527809804508736,1.003583022625146,31.731971565131964,0.26162571096989684,2.382777279068206,13.317220977338206
['data' 'LabeledDB_new' 'Airplane' '65' 'refined.ply'],0.6206931291501444,12.431846595711697,0.06867252918517101,0.9971922039985657,35.51260653995207,0.2186455895547168,1.6460020551084869,21.57506816576329
['data' 'LabeledDB_new' 'Airplane' '66' 'refined.ply'],0.736403827060207,22.161865176151515,0.08081717373675376,1.0058104452376004,60.446091838203536,0.26453919454472374,1.2814398949793375,47.17044636664617
['data' 'LabeledDB_new' 'Airplane' '67' 'refined.ply'],0.7778617415219254,12.194390109201235,0.08011825276415281,1.0152429158003624,33.868268692384504,0.2692811847569051,1.794449149263678,18.873908300094087
['data' 'LabeledDB_new' 'Airplane' '68' 'refined.ply'],0.6673176096092005,14.73325845501527,0.05638439788791264,1.109144885529637,33.73918788110026,0.21658283863000355,1.0152620744582914,33.23199864340675
['data' 'LabeledDB_new' 'Airplane' '69' 'refined.ply'],0.6187579263447569,13.33457245455532,0.09710486675032168,0.9989676393815998,34.53313969681296,0.2604767038956596,1.1139490863763497,31.0006445708829
['data' 'LabeledDB_new' 'Airplane' '70' 'refined.ply'],0.5104189563834362,20.341054404553123,0.07622488261660648,1.0002823686444717,82.74866671674303,0.1972092236919968,2.921049700903653,28.328400811237135
['data' 'LabeledDB_new' 'Airplane' '71' 'refined.ply'],0.5513152193572408,11.80536812322495,0.06985884874839542,0.9987281455432719,28.166782266920986,0.23113609843431596,1.1961644269376228,23.5475839546847
['data' 'LabeledDB_new' 'Airplane' '72' 'refined.ply'],0.48733795758432014,14.065416979535739,0.0645183962782194,0.9990361197933563,40.36971195184867,0.2072382819645733,1.184311583841012,34.087070077386066
['data' 'LabeledDB_new' 'Airplane' '73' 'refined.ply'],0.4805694651800203,12.96250075899732,0.056481027083332705,0.9990966713950603,36.86243139323722,0.198962861444043,1.0678044651857164,34.521705607239596
['data' 'LabeledDB_new' 'Airplane' '74' 'refined.ply'],0.47892355864917896,10.192304920292088,0.07369580342829457,0.9982097193179631,35.179596710775414,0.27474649632864406,1.506882138875362,23.34595108880324
['data' 'LabeledDB_new' 'Airplane' '75' 'refined.ply'],0.8527113349616581,15.404462561052233,0.10618907592388756,1.0079743774219814,34.8082799792965,0.3086274058614371,1.1168184360890694,31.167357964818237
['data' 'LabeledDB_new' 'Airplane' '76' 'refined.ply'],0.5864798471896834,8.393151193178847,0.07734524203078395,1.0042693309593629,37.82144058567625,0.27366035646575515,4.232261814451118,8.936460513036883
['data' 'LabeledDB_new' 'Airplane' '77' 'refined.ply'],0.637942136539835,12.205437667241053,0.06121783505557748,1.0095993740434321,36.435475087611394,0.22245012411498022,1.8771067142222477,19.41044417536374
['data' 'LabeledDB_new' 'Airplane' '78' 'refined.ply'],0.6862270208642185,16.04583033940129,0.05093755217983856,1.014628610792371,40.34272747614649,0.1736852805047405,2.028932125344169,19.883724532826907
['data' 'LabeledDB_new' 'Airplane' '79' 'refined.ply'],0.6726733546502528,16.861628387235328,0.051998605191052566,1.034560991113506,24.01895612242656,0.17930609930189403,1.0592704169471678,22.67499945070639
['data' 'LabeledDB_new' 'Airplane' '80' 'refined.ply'],0.7033850018699682,16.996088474278586,0.05861405166367965,1.0122511491243378,26.209144207927164,0.19574009137217127,1.1050791007493754,23.716984775256574
['data' 'LabeledDB_new' 'Ant' '100' 'refined.ply'],0.8067204598515095,14.078269815389605,0.0724811311895175,1.0077003614076703,6.122817040832996,0.15990773382518342,4.116784411758779,1.487281438237179
['data' 'LabeledDB_new' 'Ant' '81' 'refined.ply'],0.6550555747164818,10.165039731858464,0.07075943085865,1.00769696176002,9.425458590721943,0.17473258591582738,7.369408548707754,1.278997972282962
['data' 'LabeledDB_new' 'Ant' '82' 'refined.ply'],0.8520497320517684,9.871535560046826,0.07958871111814862,1.0196292550482895,7.73002993674347,0.1658941168444483,4.808718458475842,1.6075031224002163
['data' 'LabeledDB_new' 'Ant' '83' 'refined.ply'],0.6444628184403236,9.534431601405496,0.08174277384169802,1.006043914173145,15.031375187089594,0.20564330539236983,4.986362678168934,3.01449697048698
['data' 'LabeledDB_new' 'Ant' '84' 'refined.ply'],0.7396810525809318,11.76990537232714,0.05965655693723897,1.0360693896204107,7.079281730119822,0.14009178050437107,6.634611622251594,1.06702277890342
['data' 'LabeledDB_new' 'Ant' '85' 'refined.ply'],0.829705745603781,10.98864689675769,0.09696917860116261,1.0557354377393835,23.01985238778879,0.2441863865176582,3.8941053436788713,5.911461133211483
['data' 'LabeledDB_new' 'Ant' '86' 'refined.ply'],0.7119980361710003,8.499040856813094,0.11398153576224321,1.0100578847915558,9.521902152761989,0.2487342999403868,7.4689395290515925,1.2748666816386827
['data' 'LabeledDB_new' 'Ant' '87' 'refined.ply'],0.7796996106345548,8.474740786470898,0.0605160306562464,1.0323079716053227,10.980747474864677,0.15671798611529705,5.033795675424814,2.1814050833396186
['data' 'LabeledDB_new' 'Ant' '88' 'refined.ply'],0.8667506700239094,10.307092817817717,0.05180056982116075,1.0266787593922633,7.759492824885189,0.1455496997945742,3.094273037554213,2.5076949353566023
['data' 'LabeledDB_new' 'Ant' '89' 'refined.ply'],0.7664440814577194,13.940243959883404,0.08978997819204396,1.0108634065116295,14.280951158767277,0.19165699464387817,3.62853430234173,3.9357354702560885
['data' 'LabeledDB_new' 'Ant' '90' 'refined.ply'],0.8297809226835333,10.617023581264714,0.07661865016172224,1.0181877011916634,7.156798227835787,0.17255321679093297,3.8210045765859935,1.8730148274855696
